serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
50164,2005,2005-11-10T00:00:00.000,Torrington,2256 NORFOLK RD,130200,230000,0.566086957,,,,,,,,,,
50295,2005,2005-12-29T00:00:00.000,Torrington,839 MAIN ST UT 75,46300,109000,0.424770642,,,,,,,,,,
50419,2005,2006-03-01T00:00:00.000,Torrington,519 HARWINTON AVE,62700,81100,0.773119605,,,,,,,,,,
50554,2005,2006-04-21T00:00:00.000,Torrington,40 CIRCLE DR,107600,200000,0.538,,,,,,,,,,
50768,2005,2006-07-03T00:00:00.000,Torrington,127 CHESTNUT AVE,95800,179000,0.535195531,,,,,,,,,,
50901,2005,2006-08-14T00:00:00.000,Torrington,670 HERON RD,166300,270000,0.615925926,,,,,,,,,,
51045,2005,2006-09-28T00:00:00.000,Torrington,108 VISCONTI AVE,98800,165000,0.598787879,,,,,,,,,,
50098,2005,2005-11-16T00:00:00.000,Vernon,8 PILLSBURY HL,46550,100000,0.4655,,,,,,,,,,
50209,2005,2006-02-06T00:00:00.000,Vernon,325 KELLY RD UT 02MA,7620,15000,0.508,,,,,,,,,,
50315,2005,2006-05-01T00:00:00.000,Vernon,176 SKINNER RD,99880,280000,0.356714286,,,,,,,,,,
50441,2005,2006-07-03T00:00:00.000,Vernon,60-143 OLD TOWN RD,54190,165000,0.328424242,,,"{'type': 'Point', 'coordinates': [-72.48036, 41.86001]}",38,248,146,1,,,
50563,2005,2006-09-06T00:00:00.000,Vernon,655 TALCOTTVILLE RD 204,28590,92500,0.309081081,,,,,,,,,,
50075,2005,2006-05-10T00:00:00.000,Washington,55 W SHORE RD,174490,570000,0.306122807,,,,,,,,,,
50071,2005,2005-10-12T00:00:00.000,Waterbury,749 WOODTICK RD UT 1,37310,85000,0.438941176,,,,,,,,,,
50160,2005,2005-10-28T00:00:00.000,Waterbury,58 CATHY LN,78470,199000,0.394321608,,,,,,,,,,
50345,2005,2005-11-14T00:00:00.000,Waterbury,87 HAWTHORNE AVE,87360,221000,0.395294118,,,,,,,,,,
50441,2005,2005-11-29T00:00:00.000,Waterbury,163-165 DRAHER ST,95830,265000,0.361622642,,,,,,,,,,
50500,2005,2005-12-13T00:00:00.000,Waterbury,450 HILL ST UT 1,12600,38000,0.331578947,,,,,,,,,,
50597,2005,2005-12-28T00:00:00.000,Waterbury,936 COOKE ST,100030,250000,0.40012,,,,,,,,,,
50877,2005,2006-01-13T00:00:00.000,Waterbury,27 WATER ST,34160,154255,0.221451493,,,,,,,,,,
50723,2005,2006-01-31T00:00:00.000,Waterbury,56 WILDWOOD AVE,91700,193000,0.475129534,,,,,,,,,,
50806,2005,2006-02-17T00:00:00.000,Waterbury,70 DEERWOOD LN UT 1,46690,105000,0.444666667,,,,,,,,,,
51156,2005,2006-03-03T00:00:00.000,Waterbury,222 BRADLEY AVE 2 3B,14490,43000,0.336976744,,,,,,,,,,
51321,2005,2006-03-24T00:00:00.000,Waterbury,23 BEACON ST,54320,190800,0.284696017,,,,,,,,,,
51472,2005,2006-04-06T00:00:00.000,Waterbury,33 REGENCY HL,136990,205000,0.668243902,,,"{'type': 'Point', 'coordinates': [-73.08453, 41.56907]}",1044,55,151,4,,,
51611,2005,2006-04-28T00:00:00.000,Waterbury,90 WAKELEE RD UT 7,24010,65000,0.369384615,,,,,,,,,,
51726,2005,2006-05-12T00:00:00.000,Waterbury,15-17 JAMES ST,53690,128000,0.419453125,,,,,,,,,,
51844,2005,2006-05-26T00:00:00.000,Waterbury,379 BUCKS HL RD,105140,230000,0.457130435,,,,,,,,,,
51933,2005,2006-06-07T00:00:00.000,Waterbury,55-57 YORK ST,68810,139000,0.495035971,,,,,,,,,,
52057,2005,2006-06-21T00:00:00.000,Waterbury,137 WOODLAWN TER,165340,531500,0.311081844,,,"{'type': 'Point', 'coordinates': [-73.04506, 41.56426]}",1044,9,151,4,,,
52193,2005,2006-07-05T00:00:00.000,Waterbury,113 PLATT ST,78750,196000,0.401785714,,,,,,,,,,
52314,2005,2006-07-19T00:00:00.000,Waterbury,108-110 HIGHLAND AVE,78890,200000,0.39445,,,,,,,,,,
52421,2005,2006-08-02T00:00:00.000,Waterbury,24 PARKWOOD AVE,95620,183000,0.522513661,,,,,,,,,,
52555,2005,2006-08-22T00:00:00.000,Waterbury,108 DECICCO RD,103670,207000,0.500821256,,,,,,,,,,
52639,2005,2006-09-07T00:00:00.000,Waterbury,108 HANS AVE,75460,164900,0.457610673,,,,,,,,,,
52765,2005,2006-09-22T00:00:00.000,Waterbury,258 SYLVAN AVE,63700,144500,0.44083045,,,,,,,,,,
50102,2005,2005-12-23T00:00:00.000,Waterford,42 GOSHEN RD,127570,302500,0.421719008,,,,,,,,,,
50247,2005,2006-05-02T00:00:00.000,Waterford,310 BOSTON POST RD 20,64400,150000,0.429333333,,,,,,,,,,
50381,2005,2006-08-01T00:00:00.000,Waterford,56 LATHROP RD,86270,212000,0.406933962,,,,,,,,,,
50055,2005,2005-11-02T00:00:00.000,Watertown,49 EARLE AVE,109300,220000,0.496818182,,,,,,,,,,
50192,2005,2006-02-24T00:00:00.000,Watertown,ECHO LK RD,237500,285000,0.833333333,,,,,,,,,,
50336,2005,2006-06-12T00:00:00.000,Watertown,25 BURNHAM ST,148000,270000,0.548148148,,,"{'type': 'Point', 'coordinates': [-73.08049, 41.59802]}",1042,96,153,4,,,
50010,2005,2005-10-17T00:00:00.000,Westbrook,63 CHAPMAN AVE,415670,1450000,0.286668966,,,,,,,,,,
50131,2005,2006-07-10T00:00:00.000,Westbrook,47 TARPON AVE,115810,395000,0.293189873,,,,,,,,,,
50090,2005,2005-10-27T00:00:00.000,West Hartford,24 E NORMANDY DR,113990,312000,0.365352564,,,,,,,,,,
50215,2005,2005-11-29T00:00:00.000,West Hartford,32 WALTON DR,134230,370000,0.362783784,,,,,,,,,,
50328,2005,2006-01-10T00:00:00.000,West Hartford,161 PARK RD,102390,385000,0.265948052,,,"{'type': 'Point', 'coordinates': [-72.72147, 41.7578]}",1041,251,155,1,,,
50455,2005,2006-02-27T00:00:00.000,West Hartford,117 SHADOW LN UT A7,18600,79900,0.232790989,,,,,,,,,,
50575,2005,2006-04-03T00:00:00.000,West Hartford,112 N MAIN ST,101520,292500,0.347076923,,,"{'type': 'Point', 'coordinates': [-72.74318, 41.76957]}",1041,158,155,1,,,
50704,2005,2006-05-02T00:00:00.000,West Hartford,21 FLORENCE ST,85640,230000,0.372347826,,,,,,,,,,
50813,2005,2006-06-01T00:00:00.000,West Hartford,69 LYMAN RD,115310,280000,0.411821429,,,"{'type': 'Point', 'coordinates': [-72.73885, 41.79606]}",1041,181,155,1,,,
50940,2005,2006-06-27T00:00:00.000,West Hartford,35 ALDERWOOD RD,101410,285000,0.355824561,,,,,,,,,,
51032,2005,2006-07-14T00:00:00.000,West Hartford,11 SENECA RD,110590,265000,0.417320755,,,,,,,,,,
51147,2005,2006-08-04T00:00:00.000,West Hartford,14 NORTHBROOK DR,84420,269000,0.313828996,,,,,,,,,,
51257,2005,2006-08-31T00:00:00.000,West Hartford,102 OAKWOOD AVE UT B7,24320,95500,0.254659686,,,"{'type': 'Point', 'coordinates': [-72.72203, 41.7542]}",1041,251,155,1,,,
51359,2005,2006-09-29T00:00:00.000,West Hartford,18 HARWICH LN,159720,375000,0.42592,,,,,,,,,,
50130,2005,2006-06-30T00:00:00.000,Weston,29 SLUMBER CORS,475580,1000000,0.47558,,,,,,,,,,
50063,2005,2005-11-04T00:00:00.000,Wethersfield,37 DALE RD,122000,225000,0.542222222,,,,,,,,,,
50199,2005,2006-02-02T00:00:00.000,Wethersfield,20 TOLL GATE RD,126900,245000,0.517959184,,,,,,,,,,
50314,2005,2006-05-04T00:00:00.000,Wethersfield,116 MAPLE ST,113400,218085,0.519980741,,,,,,,,,,
50490,2005,2006-08-15T00:00:00.000,Wethersfield,171 RIDGE RD,124000,255000,0.48627451,,,,,,,,,,
50050,2005,2006-04-28T00:00:00.000,Willington,43 BLAIR RD,180670,300000,0.602233333,,,,,,,,,,
50069,2005,2005-12-09T00:00:00.000,Wilton,8 MUSKET RDG RD,485310,1075000,0.451451163,,,,,,,,,,
50177,2005,2006-04-26T00:00:00.000,Wilton,54 CHICKEN ST,464030,750000,0.618706667,,,,,,,,,,
50284,2005,2006-07-14T00:00:00.000,Wilton,8 COBBS ML RD,907270,1537500,0.590094309,,,,,,,,,,
50123,2005,2006-03-07T00:00:00.000,Winchester,111 RIVERTON RD UT 55,70210,130000,0.540076923,,,,,,,,,,
50271,2005,2006-08-22T00:00:00.000,Winchester,706 W WAKEFIELD,106820,230000,0.464434783,,,"{'type': 'Point', 'coordinates': [-73.09615, 41.89692]}",1042,49,162,6,,,
50095,2005,2005-11-21T00:00:00.000,Windsor,80 PARK AVE,106820,229900,0.464636799,,,,,,,,,,
50220,2005,2006-02-13T00:00:00.000,Windsor,45 SEYMOUR ST,86450,196200,0.440621814,,,,,,,,,,
50372,2005,2006-05-08T00:00:00.000,Windsor,237 HIGH PATH RD,46410,125000,0.37128,,,,,,,,,,
50518,2005,2006-07-05T00:00:00.000,Windsor,95 COLTON ST,84140,179900,0.46770428,,,,,,,,,,
50651,2005,2006-09-05T00:00:00.000,Windsor,17 BRISTOL ST,79590,217500,0.365931034,,,,,,,,,,
50085,2005,2005-12-23T00:00:00.000,Windsor Locks,1 N MAIN ST,77000,165000,0.466666667,,,,,,,,,,
50222,2005,2006-06-16T00:00:00.000,Windsor Locks,62 ALICIA TER,138600,234950,0.589912747,,,,,,,,,,
50007,2005,2005-10-13T00:00:00.000,Wolcott,580 BOUNDLINE RD,107520,234900,0.457726692,,,,,,,,,,
50172,2005,2006-04-13T00:00:00.000,Wolcott,300 WOLCOTT RD,214760,535000,0.401420561,,,,,,,,,,
50017,2005,2005-12-01T00:00:00.000,Woodbridge,22 ELDERSLIE LN,625310,887500,0.704574648,,,,,,,,,,
50146,2005,2006-09-25T00:00:00.000,Woodbridge,249 SEYMOUR RD,135940,300000,0.453133333,,,,,,,,,,
50140,2005,2006-05-09T00:00:00.000,Woodbury,11 BOXWOOD CT,129000,269000,0.479553903,,,,,,,,,,
40629,2004,2005-06-13T00:00:00.000,Andover,41 BIRCH DR,164700,387000,0.425581395,,,,,,,,,,
40080,2004,2004-12-08T00:00:00.000,Ansonia,8 CATALINA DR,111200,241900,0.459694088,,,,,,,,,,
40210,2004,2005-05-02T00:00:00.000,Ansonia,9 RIDGE RD,135500,270000,0.501851852,,,,,,,,,,
40320,2004,2005-08-04T00:00:00.000,Ansonia,5 GARDNERS LN,114600,336000,0.341071429,,,,,,,,,,
40069,2004,2005-06-01T00:00:00.000,Ashford,170 SECKAR RD,29680,55000,0.539636364,,,"{'type': 'Point', 'coordinates': [-72.21403, 41.88543]}",39,38,3,5,,,
40084,2004,2004-11-23T00:00:00.000,Avon,74 BURNHAM RD,363680,595000,0.611226891,,,"{'type': 'Point', 'coordinates': [-72.85834, 41.79005]}",1041,46,4,1,,,
40211,2004,2005-02-23T00:00:00.000,Avon,4 CAVENDISH PL,286650,439900,0.651625369,,,,,,,,,,
40319,2004,2005-05-16T00:00:00.000,Avon,176 NORTHINGTON DR,618110,1200000,0.515091667,,,,,,,,,,
40429,2004,2005-07-05T00:00:00.000,Avon,4 WHITE OAK,503550,902860,0.557727665,,,,,,,,,,
40527,2004,2005-08-26T00:00:00.000,Avon,147 HAYNES RD,193160,345000,0.559884058,,,,,,,,,,
40048,2004,2005-06-29T00:00:00.000,Barkhamsted,21 MEETING HOUSE RD,201730,385000,0.523974026,,,,,,,,,,
40111,2004,2005-07-28T00:00:00.000,Beacon Falls,10 NEW ST,22540,30000,0.751333333,,,,,,,,,,
40102,2004,2004-12-20T00:00:00.000,Berlin,62 GLENDALE AVE,151500,269500,0.562152134,,,,,,,,,,
40272,2004,2005-06-24T00:00:00.000,Berlin,77 BURGUNDY DR,218100,388000,0.562113402,,,"{'type': 'Point', 'coordinates': [-72.79999, 41.62433]}",1041,253,7,1,,,
40009,2004,2004-11-17T00:00:00.000,Bethany,53 LACEY RD,196150,425000,0.461529412,,,,,,,,,,
40026,2004,2004-10-19T00:00:00.000,Bethel,17 JUDD AVE,156800,310000,0.505806452,,,"{'type': 'Point', 'coordinates': [-73.39697, 41.37712]}",1040,77,9,9,,,
40148,2004,2005-01-27T00:00:00.000,Bethel,17-19 GRANITE DR,195580,440000,0.4445,,,"{'type': 'Point', 'coordinates': [-73.42837, 41.36545]}",1040,77,9,9,,,
40268,2004,2005-05-27T00:00:00.000,Bethel,73 RESERVOIR ST,149980,387000,0.38754522,,,,,,,,,,
40385,2004,2005-08-19T00:00:00.000,Bethel,7 HUDSON ST,125160,265000,0.472301887,,,,,,,,,,
40065,2004,2005-08-26T00:00:00.000,Bethlehem,31 NETTLETON HOLW RD,254060,380000,0.668578947,,,,,,,,,,
40077,2004,2005-06-03T00:00:00.000,Bozrah,BOZRAH ST,32960,90000,0.366222222,,,,,,,,,,
40104,2004,2004-10-07T00:00:00.000,Bridgeport,751 SYLVAN AVE,106400,185000,0.575135135,,,"{'type': 'Point', 'coordinates': [-73.1885, 41.2125]}",1040,74,15,2,,,
40242,2004,2004-10-22T00:00:00.000,Bridgeport,54-58 SMITH ST,111090,254000,0.437362205,,,,,,,,,,
40370,2004,2004-11-03T00:00:00.000,Bridgeport,276 SALEM ST,119840,125000,0.95872,,,,,,,,,,
40470,2004,2004-11-15T00:00:00.000,Bridgeport,83-89 SEDGEWICK ST,169960,350000,0.4856,,,,,,,,,,
40604,2004,2004-11-29T00:00:00.000,Bridgeport,75E LESLIE RD,94273,200000,0.471365,,,,,,,,,,
40742,2004,2004-12-08T00:00:00.000,Bridgeport,144-146 DUPONT PL,127680,205000,0.622829268,,,,,,,,,,
40878,2004,2004-12-21T00:00:00.000,Bridgeport,371 REMINGTON ST,40880,95000,0.430315789,,,,,,,,,,
41016,2004,2005-01-04T00:00:00.000,Bridgeport,215 CHARLES ST 306,20530,53000,0.387358491,,,,,,,,,,
41151,2004,2005-01-20T00:00:00.000,Bridgeport,231 3 SHERIDAN ST,105140,186500,0.563753351,,,"{'type': 'Point', 'coordinates': [-73.16931, 41.19225]}",1040,41,15,2,,,
41280,2004,2005-02-03T00:00:00.000,Bridgeport,224 MONROE ST,138880,246000,0.564552846,,,,,,,,,,
41428,2004,2005-02-24T00:00:00.000,Bridgeport,91 MACRONI AVE,88295,171720,0.514180061,,,,,,,,,,
41557,2004,2005-03-10T00:00:00.000,Bridgeport,15 DONALD CT,119140,240000,0.496416667,,,,,,,,,,
48887,2004,2005-03-28T00:00:00.000,Bridgeport,25 ELLSWORTH ST UT 23,30650,135000,0.227037037,,,,,,,,,,
41838,2004,2005-04-12T00:00:00.000,Bridgeport,175 BRETTON ST UT B11,29022,75000,0.38696,,,,,,,,,,
41973,2004,2005-04-25T00:00:00.000,Bridgeport,494 6 GREGORY ST,89321,274000,0.325989051,,,,,,,,,,
42100,2004,2005-05-05T00:00:00.000,Bridgeport,143 5 ORCHARD ST,89531,224900,0.398092486,,,,,,,,,,
42224,2004,2005-05-17T00:00:00.000,Bridgeport,95 7 HOMESTEAD AVE,151550,421000,0.359976247,,,,,,,,,,
42360,2004,2005-05-31T00:00:00.000,Bridgeport,73 D KINGSBURY RD,28108,131000,0.214564885,,,,,,,,,,
42475,2004,2005-06-09T00:00:00.000,Bridgeport,10 CIRCULAR AVE 2B,34943,80000,0.4367875,,,,,,,,,,
42600,2004,2005-06-21T00:00:00.000,Bridgeport,90 VIRGINIA AVE 90,58781,126000,0.466515873,,,,,,,,,,
42736,2004,2005-07-01T00:00:00.000,Bridgeport,160 OAKWOOD DR,112490,215000,0.523209302,,,"{'type': 'Point', 'coordinates': [-73.19936, 41.20733]}",1040,74,15,2,,,
42721,2004,2005-07-18T00:00:00.000,Bridgeport,1626 CHOPSEY HL RD,120960,245000,0.493714286,,,,,,,,,,
43000,2004,2005-07-29T00:00:00.000,Bridgeport,153 SEAVER CIR,125300,250000,0.5012,,,"{'type': 'Point', 'coordinates': [-73.23065, 41.22519]}",1040,74,15,2,,,
43139,2004,2005-08-09T00:00:00.000,Bridgeport,214 IRANISTAN AVE,56210,200000,0.28105,,,"{'type': 'Point', 'coordinates': [-73.19689, 41.16449]}",1040,172,15,2,,,
43258,2004,2005-08-23T00:00:00.000,Bridgeport,35 7 COLUMBIA CT,57232,255000,0.224439216,,,,,,,,,,
43388,2004,2005-09-01T00:00:00.000,Bridgeport,1140 LAUREL AVE,166950,400000,0.417375,,,,,,,,,,
43505,2004,2005-09-15T00:00:00.000,Bridgeport,15 HERALD AVE,126490,240000,0.527041667,,,,,,,,,,
43650,2004,2005-09-29T00:00:00.000,Bridgeport,2612 NORTH AVE F3,156981,311000,0.504762058,,,,,,,,,,
40077,2004,2004-10-20T00:00:00.000,Bristol,40 MAHEU ST,101350,197000,0.514467005,,,"{'type': 'Point', 'coordinates': [-72.94635, 41.69708]}",1041,219,17,4,,,
40213,2004,2004-11-19T00:00:00.000,Bristol,565 CLARK AVE UT85,53360,123900,0.430669895,,,,,,,,,,
40348,2004,2004-12-22T00:00:00.000,Bristol,40 SOUTH ST 14,68960,120000,0.574666667,,,"{'type': 'Point', 'coordinates': [-72.94651, 41.66771]}",1041,219,17,4,,,
40500,2004,2005-02-07T00:00:00.000,Bristol,506 KING ST UT 11,47460,112000,0.42375,,,"{'type': 'Point', 'coordinates': [-72.92305, 41.68183]}",1041,219,17,4,,,
40624,2004,2005-03-22T00:00:00.000,Bristol,895 MATTHEWS ST UT 7,53740,114500,0.469344978,,,,,,,,,,
40772,2004,2005-04-27T00:00:00.000,Bristol,34 BROOK ST,72290,129900,0.556505004,,,,,,,,,,
40888,2004,2005-05-18T00:00:00.000,Bristol,186 MORNINGSIDE DR W,69080,138500,0.498772563,,,,,,,,,,
41007,2004,2005-06-14T00:00:00.000,Bristol,75 SHERBROOKE ST,84970,175000,0.485542857,,,,,,,,,,
41132,2004,2005-07-05T00:00:00.000,Bristol,30 SHEILA CT,66680,134900,0.494292068,,,,,,,,,,
41247,2004,2005-07-29T00:00:00.000,Bristol,141 MINNESOTA LN,154950,375000,0.4132,,,,,,,,,,
41384,2004,2005-08-25T00:00:00.000,Bristol,49 ORLEANS DR,106860,210600,0.507407407,,,,,,,,,,
41505,2004,2005-09-19T00:00:00.000,Bristol,96 DELMAR DR,105860,260000,0.407153846,,,"{'type': 'Point', 'coordinates': [-72.91116, 41.71739]}",1041,219,17,4,,,
40055,2004,2004-11-08T00:00:00.000,Brookfield,115 TOWER RD,270650,587000,0.461073254,,,,,,,,,,
40194,2004,2005-03-29T00:00:00.000,Brookfield,4 CEDAR HL RD,224260,460000,0.487521739,,,"{'type': 'Point', 'coordinates': [-73.38592, 41.4564]}",1040,173,18,9,,,
40315,2004,2005-06-28T00:00:00.000,Brookfield,148 N LAKE SHR DR,521900,1100000,0.474454545,,,,,,,,,,
40430,2004,2005-08-23T00:00:00.000,Brookfield,87 PRANGE RD,217150,433000,0.501501155,,,,,,,,,,
40064,2004,2005-03-15T00:00:00.000,Burlington,4 RIDGE RD,162890,317000,0.51384858,,,"{'type': 'Point', 'coordinates': [-72.95732, 41.77465]}",1041,107,20,6,,,
40190,2004,2005-09-30T00:00:00.000,Burlington,8 MINE RD,142380,247500,0.575272727,,,,,,,,,,
40107,2004,2005-01-31T00:00:00.000,Canton,23 COLONY RD,147300,270000,0.545555556,,,,,,,,,,
40278,2004,2005-07-25T00:00:00.000,Canton,56 POWDER ML RD,178050,320000,0.55640625,,,,,,,,,,
40025,2004,2004-10-15T00:00:00.000,Cheshire,116 GLENBROOK DR,195670,320000,0.61146875,,,"{'type': 'Point', 'coordinates': [-72.88705, 41.52473]}",1044,63,25,4,,,
40156,2004,2005-01-10T00:00:00.000,Cheshire,2 CARRIAGE HOUSE WAY,195060,452900,0.430691102,,,,,,,,,,
40286,2004,2005-05-02T00:00:00.000,Cheshire,59 SPRING ST,157110,340000,0.462088235,,,,,,,,,,
40405,2004,2005-06-29T00:00:00.000,Cheshire,1137 WATERBURY RD 17,70340,142000,0.495352113,,,"{'type': 'Point', 'coordinates': [-72.9313, 41.52082]}",1044,63,25,4,,,
40538,2004,2005-08-25T00:00:00.000,Cheshire,17 CURRIER CT,117400,194000,0.605154639,,,,,,,,,,
40039,2004,2005-04-11T00:00:00.000,Chester,99 TURKEY HL RD,246800,399000,0.618546366,,,"{'type': 'Point', 'coordinates': [-72.50046, 41.42228]}",1043,128,26,3,,,
40101,2004,2005-01-06T00:00:00.000,Clinton,33 TOWER HL RD,152300,417000,0.365227818,,,,,,,,,,
40252,2004,2005-06-03T00:00:00.000,Clinton,8 WHITEWOOD RD,100600,270000,0.372592593,,,,,,,,,,
40395,2004,2005-09-30T00:00:00.000,Clinton,183 GLENWOOD RD,132100,385000,0.343116883,,,,,,,,,,
40147,2004,2005-02-25T00:00:00.000,Colchester,75 SASHEL LN,157900,329000,0.47993921,,,,,,,,,,
40310,2004,2005-07-20T00:00:00.000,Colchester,15 LEE CT,154600,344000,0.449418605,,,,,,,,,,
40023,2004,2005-03-28T00:00:00.000,Colebrook,76 FRITZ RD,62800,110000,0.570909091,,,,,,,,,,
40120,2004,2005-07-08T00:00:00.000,Columbia,12 GAVIN DR LT 6,54300,140000,0.387857143,,,,,,,,,,
40042,2004,2004-11-09T00:00:00.000,Cromwell,9 OXFORD LN,169460,250000,0.67784,,,"{'type': 'Point', 'coordinates': [-72.6604, 41.60929]}",1043,165,33,3,,,
40159,2004,2005-02-25T00:00:00.000,Cromwell,8 B COUNTRY SQUIRE DR,51560,115000,0.448347826,,,,,,,,,,
40283,2004,2005-05-31T00:00:00.000,Cromwell,1F COUNTRY SQUIRE DR,57750,128400,0.449766355,,,,,,,,,,
40394,2004,2005-08-10T00:00:00.000,Cromwell,14 CENTERWOOD DR,237610,449900,0.528139587,,,,,,,,,,
40041,2004,2004-10-05T00:00:00.000,Danbury,38 PADANARAM AVE 20,101300,183000,0.553551913,,,,,,,,,,
40166,2004,2004-10-29T00:00:00.000,Danbury,17 E HAYESTOWN RD 2,167400,292000,0.573287671,,,"{'type': 'Point', 'coordinates': [-73.45197, 41.4229]}",1040,60,34,9,,,
40292,2004,2004-11-23T00:00:00.000,Danbury,22 E HAYESTOWN RD,123500,258000,0.478682171,,,"{'type': 'Point', 'coordinates': [-73.45124, 41.41952]}",1040,60,34,9,,,
40419,2004,2004-12-14T00:00:00.000,Danbury,51-71 PARK AVE 1-6,69300,147000,0.471428571,,,,,,,,,,
40552,2004,2005-01-05T00:00:00.000,Danbury,163 SOUTH ST UT 91,91000,169000,0.538461538,,,,,,,,,,
40676,2004,2005-01-31T00:00:00.000,Danbury,157 SHELTER ROCK RD 24,114800,218900,0.524440384,,,,,,,,,,
40917,2004,2005-03-02T00:00:00.000,Danbury,17 ABBOTT AVE,136300,311000,0.438263666,,,"{'type': 'Point', 'coordinates': [-73.46968, 41.39029]}",1040,1,34,9,,,
40977,2004,2005-03-31T00:00:00.000,Danbury,44 TA'AGAN PT RD,328100,580000,0.565689655,,,,,,,,,,
41108,2004,2005-04-22T00:00:00.000,Danbury,12 BOULEVARD DR 25-151,241100,420000,0.574047619,,,,,,,,,,
41229,2004,2005-05-17T00:00:00.000,Danbury,51-61 WILDMAN ST A 306,31800,60000,0.53,,,,,,,,,,
41367,2004,2005-06-03T00:00:00.000,Danbury,19 HARRISON ST,116900,280000,0.4175,,,"{'type': 'Point', 'coordinates': [-73.43611, 41.38659]}",1040,1,34,9,,,
41506,2004,2005-06-29T00:00:00.000,Danbury,10 HAYESTOWN RD 1-5,235200,399000,0.589473684,,,,,,,,,,
41613,2004,2005-07-13T00:00:00.000,Danbury,12 BOULEVARD DR 23-141,241100,425000,0.567294118,,,,,,,,,,
41752,2004,2005-08-01T00:00:00.000,Danbury,82 WESTVILLE AVE,129100,314000,0.411146497,,,,,,,,,,
41909,2004,2005-08-24T00:00:00.000,Danbury,7 WARD DR,152100,322500,0.471627907,,,,,,,,,,
42034,2004,2005-09-19T00:00:00.000,Danbury,218 SOUTHERN BLVD,147100,326000,0.451226994,,,,,,,,,,
40029,2004,2004-10-29T00:00:00.000,Darien,14 DOGWOOD LN,1232630,1995000,0.617859649,,,"{'type': 'Point', 'coordinates': [-73.46255, 41.07278]}",1040,5,35,9,,,
40139,2004,2005-02-03T00:00:00.000,Darien,21 OAK PARK AVE,597380,853400,0.7,,,,,,,,,,
40236,2004,2005-05-11T00:00:00.000,Darien,70 LONG NCK PT RD,1862490,2950000,0.631352542,,,"{'type': 'Point', 'coordinates': [-73.47861, 41.05092]}",1040,5,35,9,,,
40336,2004,2005-07-01T00:00:00.000,Darien,299 HOLLOW TREE RDG RD,1584940,2550000,0.621545098,,,,,,,,,,
40447,2004,2005-08-30T00:00:00.000,Darien,7 SUNSWYCK RD,1471400,3175000,0.463433071,,,"{'type': 'Point', 'coordinates': [-73.4758, 41.06115]}",1040,5,35,9,,,
40055,2004,2005-05-12T00:00:00.000,Deep River,8 WHITTLESEY BRK RD,124390,269900,0.460874398,,,"{'type': 'Point', 'coordinates': [-72.43911, 41.36558]}",1043,272,36,3,,,
40071,2004,2004-12-21T00:00:00.000,Derby,109 DIRIENZO HTS,98140,244900,0.400734994,,,,,,,,,,
40197,2004,2005-06-24T00:00:00.000,Derby,21 COMMODORE HULL,170100,449000,0.378841871,,,"{'type': 'Point', 'coordinates': [-73.06063, 41.31649]}",1044,101,37,4,,,
40041,2004,2005-02-02T00:00:00.000,Durham,44R E WOODS TRL,68320,190000,0.359578947,,,,,,,,,,
40002,2004,2004-10-04T00:00:00.000,East Granby,148 KIMBERLY RD,154400,289900,0.532597447,,,,,,,,,,
40127,2004,2005-09-02T00:00:00.000,East Granby,212 NEWGATE RD,242200,360000,0.672777778,,,,,,,,,,
40155,2004,2005-05-10T00:00:00.000,East Haddam,3 WHITE SANDS RD,63010,196000,0.321479592,,,,,,,,,,
40030,2004,2004-10-22T00:00:00.000,East Hampton,20 BARBARA AVE,80840,171500,0.471370262,,,,,,,,,,
40227,2004,2005-03-31T00:00:00.000,East Hampton,54 STAGECOACH RUN,47770,140000,0.341214286,,,,,,,,,,
40381,2004,2005-08-02T00:00:00.000,East Hampton,222 CHESTNUT HL RD,332260,490000,0.678081633,,,,,,,,,,
40053,2004,2004-10-15T00:00:00.000,East Hartford,48 CANTERBURY ST,59560,128500,0.463501946,,,"{'type': 'Point', 'coordinates': [-72.61564, 41.73582]}",1041,24,43,1,,,
40190,2004,2004-12-01T00:00:00.000,East Hartford,55 DANIEL ST,72280,130000,0.556,,,,,,,,,,
40324,2004,2005-01-18T00:00:00.000,East Hartford,22 CRESCENT DR,67280,147000,0.457687075,,,,,,,,,,
40459,2004,2005-03-10T00:00:00.000,East Hartford,83 BURKE ST,67520,152000,0.444210526,,,"{'type': 'Point', 'coordinates': [-72.59621, 41.73302]}",1041,24,43,1,,,
40589,2004,2005-05-02T00:00:00.000,East Hartford,140 MILBROOK DR,77750,167000,0.465568862,,,,,,,,,,
40725,2004,2005-06-13T00:00:00.000,East Hartford,31 SUMMERSET DR,101410,250000,0.40564,,,,,,,,,,
40852,2004,2005-07-18T00:00:00.000,East Hartford,605 SILVER LN,24420,55000,0.444,,,,,,,,,,
40979,2004,2005-08-18T00:00:00.000,East Hartford,28 BROAD ST,87990,214900,0.409446254,,,,,,,,,,
41112,2004,2005-09-27T00:00:00.000,East Hartford,809 BURNSIDE AVE,75630,150000,0.5042,,,,,,,,,,
